"","Country","date","cumulative_number_of_deaths","cumulative_number_of_cases","Cumulative_number_of_tests","tests_cum_weekly"
"9696","Western Pacific Region (WPR)",2023-10-26,163598,44495445,323852803,323852803
"9697","Western Pacific Region (WPR)",2023-10-27,163598,44495445,323852803,323852803
"9698","Western Pacific Region (WPR)",2023-10-28,163598,44495445,323852803,323852803
"9699","Western Pacific Region (WPR)",2023-10-29,163598,44495445,323852803,323852803
"9700","Western Pacific Region (WPR)",2023-10-30,163598,44495445,323852803,323852803
"9701","Western Pacific Region (WPR)",2023-10-31,163598,44495445,323852803,323852803
"9702","Western Pacific Region (WPR)",2023-11-01,163598,44495445,323852803,323852803
"9703","Western Pacific Region (WPR)",2023-11-02,163598,44495445,323852803,323852803
"9704","Western Pacific Region (WPR)",2023-11-03,163598,44495445,323852803,323852803
"9705","Western Pacific Region (WPR)",2023-11-04,163598,44495445,323852803,323852803
"9706","Western Pacific Region (WPR)",2023-11-05,163598,44495445,323852803,323852803
"9707","Western Pacific Region (WPR)",2023-11-06,163598,44495445,323852803,323852803
"9708","Western Pacific Region (WPR)",2023-11-07,163598,44495445,323852803,323852803
"9709","Western Pacific Region (WPR)",2023-11-08,163598,44495445,323852803,323852803
"9710","Western Pacific Region (WPR)",2023-11-09,163598,44495445,323852803,323852803
"9711","Western Pacific Region (WPR)",2023-11-10,163598,44495445,323852803,323852803
"9712","Western Pacific Region (WPR)",2023-11-11,163598,44495445,323852803,323852803
"9713","Western Pacific Region (WPR)",2023-11-12,163598,44495445,323852803,323852803
"9714","Western Pacific Region (WPR)",2023-11-13,163598,44495445,323852803,323852803
"9715","Western Pacific Region (WPR)",2023-11-14,163598,44495445,323852803,323852803
"9716","Western Pacific Region (WPR)",2023-11-15,163598,44495445,323852803,323852803
"9717","Western Pacific Region (WPR)",2023-11-16,163598,44495445,323852803,323852803
"9718","Western Pacific Region (WPR)",2023-11-17,163598,44495445,323852803,323852803
"9719","Western Pacific Region (WPR)",2023-11-18,163598,44495445,323852803,323852803
"9720","Western Pacific Region (WPR)",2023-11-19,163598,44495445,323852803,323852803
"9721","Western Pacific Region (WPR)",2023-11-20,163598,44495445,323852803,323852803
"9722","Western Pacific Region (WPR)",2023-11-21,163598,44495445,323852803,323852803
"9723","Western Pacific Region (WPR)",2023-11-22,163598,44495445,323852803,323852803
"9724","Western Pacific Region (WPR)",2023-11-23,163598,44495445,323852803,323852803
"9725","Western Pacific Region (WPR)",2023-11-24,163598,44495445,323852803,323852803
"9726","Western Pacific Region (WPR)",2023-11-25,163598,44495445,323852803,323852803
"9727","Western Pacific Region (WPR)",2023-11-26,163598,44495445,323852803,323852803
"9728","Western Pacific Region (WPR)",2023-11-27,163598,44495445,323852803,323852803
"9729","Western Pacific Region (WPR)",2023-11-28,163598,44495445,323852803,323852803
"9730","Western Pacific Region (WPR)",2023-11-29,163598,44495445,323852803,323852803
"9731","Western Pacific Region (WPR)",2023-11-30,163598,44495445,323852803,323852803
"9732","Western Pacific Region (WPR)",2023-12-01,163598,44495445,323852803,323852803
"9733","Western Pacific Region (WPR)",2023-12-02,163598,44495445,323852803,323852803
"9734","Western Pacific Region (WPR)",2023-12-03,163598,44495445,323852803,323852803
"9735","Western Pacific Region (WPR)",2023-12-04,163598,44495445,323852803,323852803
"9736","Western Pacific Region (WPR)",2023-12-05,163598,44495445,323852803,323852803
"9737","Western Pacific Region (WPR)",2023-12-06,163598,44495445,323852803,323852803
"9738","Western Pacific Region (WPR)",2023-12-07,163598,44495445,323852803,323852803
"9739","Western Pacific Region (WPR)",2023-12-08,163598,44495445,323852803,323852803
"9740","Western Pacific Region (WPR)",2023-12-09,163598,44495445,323852803,323852803
"9741","Western Pacific Region (WPR)",2023-12-10,163598,44495445,323852803,323852803
"9742","Western Pacific Region (WPR)",2023-12-11,163598,44495445,323852803,323852803
"9743","Western Pacific Region (WPR)",2023-12-12,163598,44495445,323852803,323852803
"9744","Western Pacific Region (WPR)",2023-12-13,163598,44495445,323852803,323852803
"9745","Western Pacific Region (WPR)",2023-12-14,163598,44495445,323852803,323852803
"9746","Western Pacific Region (WPR)",2023-12-15,163598,44495445,323852803,323852803
"9747","Western Pacific Region (WPR)",2023-12-16,163598,44495445,323852803,323852803
"9748","Western Pacific Region (WPR)",2023-12-17,163598,44495445,323852803,323852803
"9749","Western Pacific Region (WPR)",2023-12-18,163598,44495445,323852803,323852803
"9750","Western Pacific Region (WPR)",2023-12-19,163598,44495445,323852803,323852803
"9751","Western Pacific Region (WPR)",2023-12-20,163598,44495445,323852803,323852803
"9752","Western Pacific Region (WPR)",2023-12-21,163598,44495445,323852803,323852803
"9753","Western Pacific Region (WPR)",2023-12-22,163598,44495445,323852803,323852803
"9754","Western Pacific Region (WPR)",2023-12-23,163598,44495445,323852803,323852803
"9755","Western Pacific Region (WPR)",2023-12-24,163598,44495445,323852803,323852803
"9756","Western Pacific Region (WPR)",2023-12-25,163598,44495445,323852803,323852803
"9757","Western Pacific Region (WPR)",2023-12-26,163598,44495445,323852803,323852803
"9758","Western Pacific Region (WPR)",2023-12-27,163598,44495445,323852803,323852803
"9759","Western Pacific Region (WPR)",2023-12-28,163598,44495445,323852803,323852803
"9760","Western Pacific Region (WPR)",2023-12-29,163598,44495445,323852803,323852803
"9761","Western Pacific Region (WPR)",2023-12-30,163598,44495445,323852803,323852803
"9762","Western Pacific Region (WPR)",2023-12-31,163598,44495445,323852803,323852803
"9763","Western Pacific Region (WPR)",2024-01-01,163598,44495445,323852803,323852803
"9764","Western Pacific Region (WPR)",2024-01-02,163598,44495445,323852803,323852803
"9765","Western Pacific Region (WPR)",2024-01-03,163598,44495445,323852803,323852803
"9766","Western Pacific Region (WPR)",2024-01-04,163598,44495445,323852803,323852803
"9767","Western Pacific Region (WPR)",2024-01-05,163598,44495445,323852803,323852803
"9768","Western Pacific Region (WPR)",2024-01-06,163598,44495445,323852803,323852803
"9769","Western Pacific Region (WPR)",2024-01-07,163598,44495445,323852803,323852803
"9770","Western Pacific Region (WPR)",2024-01-08,163598,44495445,323852803,323852803
"9771","Western Pacific Region (WPR)",2024-01-09,163598,44495445,323852803,323852803
"9772","Western Pacific Region (WPR)",2024-01-10,163598,44495445,323852803,323852803
"9773","Western Pacific Region (WPR)",2024-01-11,163598,44495445,323852803,323852803
"9774","Western Pacific Region (WPR)",2024-01-12,163598,44495445,323852803,323852803
"9775","Western Pacific Region (WPR)",2024-01-13,163598,44495445,323852803,323852803
"9776","Western Pacific Region (WPR)",2024-01-14,163598,44495445,323852803,323852803
"9777","Western Pacific Region (WPR)",2024-01-15,163598,44495445,323852803,323852803
"9778","Western Pacific Region (WPR)",2024-01-16,163598,44495445,323852803,323852803
"9779","Western Pacific Region (WPR)",2024-01-17,163598,44495445,323852803,323852803
"9780","Western Pacific Region (WPR)",2024-01-18,163598,44495445,323852803,323852803
"9781","Western Pacific Region (WPR)",2024-01-19,163598,44495445,323852803,323852803
"9782","Western Pacific Region (WPR)",2024-01-20,163598,44495445,323852803,323852803
"9783","Western Pacific Region (WPR)",2024-01-21,163598,44495445,323852803,323852803
"9784","Western Pacific Region (WPR)",2024-01-22,163598,44495445,323852803,323852803
"9785","Western Pacific Region (WPR)",2024-01-23,163598,44495445,323852803,323852803
"9786","Western Pacific Region (WPR)",2024-01-24,163598,44495445,323852803,323852803
"9787","Western Pacific Region (WPR)",2024-01-25,163598,44495445,323852803,323852803
"9788","Western Pacific Region (WPR)",2024-01-26,163598,44495445,323852803,323852803
"9789","Western Pacific Region (WPR)",2024-01-27,163598,44495445,323852803,323852803
"9790","Western Pacific Region (WPR)",2024-01-28,163598,44495445,323852803,323852803
"9791","Western Pacific Region (WPR)",2024-01-29,163598,44495445,323852803,323852803
"9792","Western Pacific Region (WPR)",2024-01-30,163598,44495445,323852803,323852803
"9793","Western Pacific Region (WPR)",2024-01-31,163598,44495445,323852803,323852803
"9794","Western Pacific Region (WPR)",2024-02-01,163598,44495445,323852803,323852803
"9795","Western Pacific Region (WPR)",2024-02-02,163598,44495445,323852803,323852803
"9796","Western Pacific Region (WPR)",2024-02-03,163598,44495445,323852803,323852803
"9797","Western Pacific Region (WPR)",2024-02-04,163598,44495445,323852803,323852803
"9798","Western Pacific Region (WPR)",2024-02-05,163598,44495445,323852803,323852803
"9799","Western Pacific Region (WPR)",2024-02-06,163598,44495445,323852803,323852803
"9800","Western Pacific Region (WPR)",2024-02-07,163598,44495445,323852803,323852803
"9801","Western Pacific Region (WPR)",2024-02-08,163598,44495445,323852803,323852803
"9802","Western Pacific Region (WPR)",2024-02-09,163598,44495445,323852803,323852803
"9803","Western Pacific Region (WPR)",2024-02-10,163598,44495445,323852803,323852803
"9804","Western Pacific Region (WPR)",2024-02-11,163598,44495445,323852803,323852803
"9805","Western Pacific Region (WPR)",2024-02-12,163598,44495445,323852803,323852803
"9806","Western Pacific Region (WPR)",2024-02-13,163598,44495445,323852803,323852803
"9807","Western Pacific Region (WPR)",2024-02-14,163598,44495445,323852803,323852803
"9808","Western Pacific Region (WPR)",2024-02-15,163598,44495445,323852803,323852803
"9809","Western Pacific Region (WPR)",2024-02-16,163598,44495445,323852803,323852803
"9810","Western Pacific Region (WPR)",2024-02-17,163598,44495445,323852803,323852803
"9811","Western Pacific Region (WPR)",2024-02-18,163598,44495445,323852803,323852803
"9812","Western Pacific Region (WPR)",2024-02-19,163598,44495445,323852803,323852803
"9813","Western Pacific Region (WPR)",2024-02-20,163598,44495445,323852803,323852803
"9814","Western Pacific Region (WPR)",2024-02-21,163598,44495445,323852803,323852803
"9815","Western Pacific Region (WPR)",2024-02-22,163598,44495445,323852803,323852803
"9816","Western Pacific Region (WPR)",2024-02-23,163598,44495445,323852803,323852803
"9817","Western Pacific Region (WPR)",2024-02-24,163598,44495445,323852803,323852803
"9818","Western Pacific Region (WPR)",2024-02-25,163598,44495445,323852803,323852803
"9819","Western Pacific Region (WPR)",2024-02-26,163598,44495445,323852803,323852803
"9820","Western Pacific Region (WPR)",2024-02-27,163598,44495445,323852803,323852803
"9821","Western Pacific Region (WPR)",2024-02-28,163598,44495445,323852803,323852803
"9822","Western Pacific Region (WPR)",2024-02-29,163598,44495445,323852803,323852803
"9823","Western Pacific Region (WPR)",2024-03-01,163598,44495445,323852803,323852803
"9824","Western Pacific Region (WPR)",2024-03-02,163598,44495445,323852803,323852803
"9825","Western Pacific Region (WPR)",2024-03-03,163598,44495445,323852803,323852803
"9826","Western Pacific Region (WPR)",2024-03-04,163598,44495445,323852803,323852803
"9827","Western Pacific Region (WPR)",2024-03-05,163598,44495445,323852803,323852803
"9828","Western Pacific Region (WPR)",2024-03-06,163598,44495445,323852803,323852803
"9829","Western Pacific Region (WPR)",2024-03-07,163598,44495445,323852803,323852803
"9830","Western Pacific Region (WPR)",2024-03-08,163598,44495445,323852803,323852803
"9831","Western Pacific Region (WPR)",2024-03-09,163598,44495445,323852803,323852803
"9832","Western Pacific Region (WPR)",2024-03-10,163598,44495445,323852803,323852803
"9833","Western Pacific Region (WPR)",2024-03-11,163598,44495445,323852803,323852803
"9834","Western Pacific Region (WPR)",2024-03-12,163598,44495445,323852803,323852803
"9835","Western Pacific Region (WPR)",2024-03-13,163598,44495445,323852803,323852803
"9836","Western Pacific Region (WPR)",2024-03-14,163598,44495445,323852803,323852803
"9837","Western Pacific Region (WPR)",2024-03-15,163598,44495445,323852803,323852803
"9838","Western Pacific Region (WPR)",2024-03-16,163598,44495445,323852803,323852803
"9839","Western Pacific Region (WPR)",2024-03-17,163598,44495445,323852803,323852803
"9840","Western Pacific Region (WPR)",2024-03-18,163598,44495445,323852803,323852803
"9841","Western Pacific Region (WPR)",2024-03-19,163598,44495445,323852803,323852803
"9842","Western Pacific Region (WPR)",2024-03-20,163598,44495445,323852803,323852803
"9843","Western Pacific Region (WPR)",2024-03-21,163598,44495445,323852803,323852803
"9844","Western Pacific Region (WPR)",2024-03-22,163598,44495445,323852803,323852803
"9845","Western Pacific Region (WPR)",2024-03-23,163598,44495445,323852803,323852803
"9846","Western Pacific Region (WPR)",2024-03-24,163598,44495445,323852803,323852803
"9847","Western Pacific Region (WPR)",2024-03-25,163598,44495445,323852803,323852803
"9848","Western Pacific Region (WPR)",2024-03-26,163598,44495445,323852803,323852803
"9849","Western Pacific Region (WPR)",2024-03-27,163598,44495445,323852803,323852803
"9850","Western Pacific Region (WPR)",2024-03-28,163598,44495445,323852803,323852803
"9851","Western Pacific Region (WPR)",2024-03-29,163598,44495445,323852803,323852803
"9852","Western Pacific Region (WPR)",2024-03-30,163598,44495445,323852803,323852803
"9853","Western Pacific Region (WPR)",2024-03-31,163598,44495445,323852803,323852803
"9854","Western Pacific Region (WPR)",2024-04-01,163598,44495445,323852803,323852803
"9855","Western Pacific Region (WPR)",2024-04-02,163598,44495445,323852803,323852803
"9856","Western Pacific Region (WPR)",2024-04-03,163598,44495445,323852803,323852803
"9857","Western Pacific Region (WPR)",2024-04-04,163598,44495445,323852803,323852803
"9858","Western Pacific Region (WPR)",2024-04-05,163598,44495445,323852803,323852803
"9859","Western Pacific Region (WPR)",2024-04-06,163598,44495445,323852803,323852803
"9860","Western Pacific Region (WPR)",2024-04-07,163598,44495445,323852803,323852803
"9861","Western Pacific Region (WPR)",2024-04-08,163598,44495445,323852803,323852803
"9862","Western Pacific Region (WPR)",2024-04-09,163598,44495445,323852803,323852803
"9863","Western Pacific Region (WPR)",2024-04-10,163598,44495445,323852803,323852803
"9864","Western Pacific Region (WPR)",2024-04-11,163598,44495445,323852803,323852803
"9865","Western Pacific Region (WPR)",2024-04-12,163598,44495445,323852803,323852803
"9866","Western Pacific Region (WPR)",2024-04-13,163598,44495445,323852803,323852803
"9867","Western Pacific Region (WPR)",2024-04-14,163598,44495445,323852803,323852803
"9868","Western Pacific Region (WPR)",2024-04-15,163598,44495445,323852803,323852803
"9869","Western Pacific Region (WPR)",2024-04-16,163598,44495445,323852803,323852803
"9870","Western Pacific Region (WPR)",2024-04-17,163598,44495445,323852803,323852803
"9871","Western Pacific Region (WPR)",2024-04-18,163598,44495445,323852803,323852803
"9872","Western Pacific Region (WPR)",2024-04-19,163598,44495445,323852803,323852803
"9873","Western Pacific Region (WPR)",2024-04-20,163598,44495445,323852803,323852803
"9874","Western Pacific Region (WPR)",2024-04-21,163598,44495445,323852803,323852803
"9875","Western Pacific Region (WPR)",2024-04-22,163598,44495445,323852803,323852803
"9876","Western Pacific Region (WPR)",2024-04-23,163598,44495445,323852803,323852803
"9877","Western Pacific Region (WPR)",2024-04-24,163598,44495445,323852803,323852803
